name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL)
코코제로 포도,슈가로로,음료,26400,real,무당류,4,0.29,4.41,0,0,12,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:12",,22,https://s3.zerofinder.co.kr/public/products/original/0KY6VJPQ0ZW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ4RJ47
메론소다 제로,슈가로로,음료,20000,estimated,무당류,2,0,2.8,0,0,1,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,에리스리톨:6,스테비올 배당체:0",,37,https://s3.zerofinder.co.kr/public/products/original/0KY6VBR52BW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ481G2
구름소다 제로,슈가로로,음료,20900,estimated,무당류,0,0,0.4,0,0,12,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1,효소처리스테비아:0",,58,https://s3.zerofinder.co.kr/public/products/original/0KY6TVRJC7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ4NY12
쥬시쿨 제로 파인애플,빙그레,음료,27480,danawa,무당류,4,0,2,0,0,55,100,mL,아스파탐,아스파탐:0,,6,https://s3.zerofinder.co.kr/public/products/original/0KY6TAWT1KW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ3DM0A
생귤탱귤 제로 감귤,빙그레,간식/디저트,36600,danawa,무당류,0,0,15.72,0,0,14,100,mL,"수크랄로스,에리스리톨,알룰로스","수크랄로스:0,에리스리톨:0,알룰로스:9",,21,https://s3.zerofinder.co.kr/public/products/original/0KY6RJVFHZW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ3RRBZ
더위사냥 제로 디카페인커피,빙그레,간식/디저트,27750,danawa,무당류,54,0,18.57,0.36,1.64,39,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,말티톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:3.5,말티톨:18",,21,https://s3.zerofinder.co.kr/public/products/original/0KY6R4DFB3W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ8PDDE
당이 제로당 천도복숭아&자두,매일유업 광주공장,음료,14300,estimated,무당류,3,0,2.4,0,0.32,20,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,효소처리스테비아:0",,43,https://s3.zerofinder.co.kr/public/products/original/0KY6QRT21BW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ842G1
당이 제로당 유산균음료,매일유업 광주공장,음료,21500,estimated,무당류,3,0,5.6,0,0,44,100,mL,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:0",,51,https://s3.zerofinder.co.kr/public/products/original/0KY6GW00S7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ46KP8
당이 제로당 청포도,매일유업,음료,27900,estimated,무당류,6,0,3.2,0,0.32,24,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,효소처리스테비아:0",,32,https://s3.zerofinder.co.kr/public/products/original/0KY6GEFKN7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ2STJV
미닛메이드 레몬에이드 제로,해태에이치티비,음료,24700,estimated,무당류,1,0,0.34,0,0,40,100,g,"수크랄로스,아세설팜칼륨,아라비아검","수크랄로스:0,아세설팜칼륨:0,아라비아검:0",,37,https://s3.zerofinder.co.kr/public/products/original/0KY6F14407W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ921S2
폴라포 스포츠 제로,해태아이스크림,간식/디저트,36270,danawa,무당류,2,0,9.17,0,0,29,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스","수크랄로스:0,아세설팜칼륨:0,에리스리톨:3.2,알룰로스:7.3",,41,https://s3.zerofinder.co.kr/public/products/original/0KY6EF804FW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ2HAC1
클룹 애사비소다 매실 제로,클룹,음료,48900,danawa,무당류,3,0,0.55,0.06,0.05,9,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.5",,7,https://s3.zerofinder.co.kr/public/products/original/0KY6C49W9KW00.png,,https://zerofinder.co.kr/product/0PCNV3FZBDQ94
클룹 애사비소다 화이트발사믹 제로,클룹,음료,82200,danawa,무당류,2,0,3,0,0,60,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.5",,5,https://s3.zerofinder.co.kr/public/products/original/0KY6BSEJSBW00.png,,https://zerofinder.co.kr/product/0PCNV3FZD8Y5V
클룹 애사비소다 타트체리 제로,클룹,음료,33500,danawa,무당류,2,0,3.6,0,0,10,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.5",,56,https://s3.zerofinder.co.kr/public/products/original/0KY6AR6SH7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZFNR7A
클룹 스프린트 에너지 오렌지임팩트 제로,클룹,음료,44960,danawa,무당류,4,0,0.8,0.2,0,12,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,51,https://s3.zerofinder.co.kr/public/products/original/0KY6A0KHXFW00.png,,https://zerofinder.co.kr/product/0PCNV3FZGZHCN
클룹 스프린트 에너지 시트러스버스트 제로,클룹,음료,39870,danawa,무당류,4,0,0.8,0.2,0,11,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,52,https://s3.zerofinder.co.kr/public/products/original/0KY69M9YYFW00.png,,https://zerofinder.co.kr/product/0PCNV3FZJ58W4
클룹 유자레몬사이다 제로,클룹,음료,25800,estimated,무당류,3,0,0.57,0.01,0.04,6,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.5",,28,https://s3.zerofinder.co.kr/public/products/original/0KY68M4QRBW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ8VNJG
클룹 제로소다 소다맛,오케이에프음료 ,음료,21500,estimated,무당류,1,0,3.2,0,0,6,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5",,47,https://s3.zerofinder.co.kr/public/products/original/0KY68775MKW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ5DHXY
클룹 푸룬 화이바 제로,동원시스템즈 횡성공장,음료,30400,estimated,무당류,61,0,23.34,0,0,6,100,mL,"수크랄로스,아세설팜칼륨,D-소비톨액","수크랄로스:0,아세설팜칼륨:0,D-소비톨액:0",,44,https://s3.zerofinder.co.kr/public/products/original/0KY65JANGVW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ40BRA
클룹 제로소다 청사과,오케이에프음료,음료,19300,estimated,무당류,1,0,3.2,0,0,8,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5",,59,https://s3.zerofinder.co.kr/public/products/original/0KY64YFEY7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ75BJ1
클룹 제로소다 포도,오케이에프음료 ,음료,15900,estimated,무당류,1,0,3.2,0,0,6,100,g,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5",,24,https://s3.zerofinder.co.kr/public/products/original/0KY64BB1QBW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ2JRAY
티즐 제로 피치우롱티,웅진,음료,16000,danawa,무당류,1,0,1.34,0,0,5,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,에리스리톨:5,스테비올 배당체:0",,47,https://s3.zerofinder.co.kr/public/products/original/0KX6GFSWV0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ66QMV
티즐 제로 딸기루이보스,웅진,음료,20520,danawa,무당류,1,0,1.76,0,0,5,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5,스테비올 배당체:0",,30,https://s3.zerofinder.co.kr/public/products/original/0KX6GC5FMG800.png,,https://zerofinder.co.kr/product/0PCNV3FZ4APEH
티즐 제로 유자그린티,웅진,음료,30000,danawa,무당류,1,0,1.32,0,0,5,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5,스테비올 배당체:0",,40,https://s3.zerofinder.co.kr/public/products/original/0KX6FAY96C800.png,,https://zerofinder.co.kr/product/0PCNV3FZ66598
코코뿌요 제로 애플망고,뿌요,음료,26410,danawa,무당류,1,0,2.76,0.03,0.02,10,100,mL,"수크랄로스,에리스리톨,D-소비톨액,아라비아검,스테비올 배당체","수크랄로스:0,에리스리톨:7.5,D-소비톨액:0,아라비아검:0,스테비올 배당체:0",,31,https://s3.zerofinder.co.kr/public/products/original/0KX6ETZ1ZM800.png,,https://zerofinder.co.kr/product/0PCNV3FZ5NT2V
코코뿌요 제로 복숭아,뿌요,음료,12700,danawa,무당류,3,0,3.38,0.08,0.01,10,100,mL,"수크랄로스,에리스리톨,D-소비톨액,아라비아검,스테비올 배당체","수크랄로스:0,에리스리톨:7.5,D-소비톨액:0,아라비아검:0,스테비올 배당체:0",,29,https://s3.zerofinder.co.kr/public/products/original/0KX6DY013R800.png,,https://zerofinder.co.kr/product/0PCNV3FZ3DM6N
콤부차 제로 라임맛,야쿠르트,음료,36220,danawa,무당류,1,0,0.68,0.04,0.02,1,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:1.7",,16,https://s3.zerofinder.co.kr/public/products/original/0KX6D6M10W800.png,,https://zerofinder.co.kr/product/0PCNV3FZBGWBD
콤부차 제로 야쿠르트맛,야쿠르트,음료,36220,danawa,무당류,2,0,0.81,0.03,0.04,4,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:1.7,D-소비톨액:0,아라비아검:0",,24,https://s3.zerofinder.co.kr/public/products/original/0KX6CK7P2M800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1J9T2
제로까베르네소비뇽,하이드로오아시스,음료,21000,estimated,,42,9.35,10.2,0.15,0.04,4,100,mL,자일리톨,자일리톨:0,,58,https://s3.zerofinder.co.kr/public/products/original/0KX6BV47E8800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0Y8SE
제로슈가오렌지캔디,홈플러스,간식/디저트,10500,estimated,무당류,240,0,99,0,0.3,10,100,g,말티톨,말티톨:0,,23,https://s3.zerofinder.co.kr/public/products/original/0KX6B59ZH4800.png,,https://zerofinder.co.kr/product/0PCNV3FZ138WT
제로 문경 오미자 아이스티,스위트컵,음료,36900,danawa,무당류,3.4,0,10,0,0,10,100,g,"수크랄로스,에리스리톨,효소처리스테비아","수크랄로스:0,에리스리톨:0,효소처리스테비아:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KX6A8ZFSW800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1ED1E
피치 얼그레이 제로,할리스,음료,54630,danawa,무당류,1,0.01,1.28,0.05,0,5,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:6",,46,https://s3.zerofinder.co.kr/public/products/original/0KX69EERKR800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0ZGS6
제로 말차 크림 모나카,롯데웰푸드,간식/디저트,19200,danawa,,145,0,29,1,4.8,65,,,"수크랄로스,말티톨,알룰로스,D-말티톨","수크랄로스:0,말티톨:0,알룰로스:3.7,D-말티톨:0",,33,https://s3.zerofinder.co.kr/public/products/original/0KWSFA9NZ4800.png,,https://zerofinder.co.kr/product/0PCNV3FZ703GV
게토레이제로,롯데칠성음료,음료,21700,estimated,무당류,0,0,0,0,0,49,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,18,https://s3.zerofinder.co.kr/public/products/original/0KWSF2GJ5M800.png,,https://zerofinder.co.kr/product/0PCZ4B7GJ7C2K
펩시제로슈거모히토향,롯데칠성음료,음료,22900,estimated,무당류,0,0.01,0.08,0.02,0,25,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KWSEPF600800.png,,https://zerofinder.co.kr/product/0PCZ4B7GHX6SF
펩시제로슈거라임향제로카페인,롯데칠성음료,음료,30000,estimated,무당류,0,0,0,0,0,17,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KWSEDCJQM800.png,,https://zerofinder.co.kr/product/0PCZ4B7GGMP5W
펩시제로슈거파인애플향,롯데칠성음료,음료,27000,estimated,무당류,0,0,0,0,0,17,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,47,https://s3.zerofinder.co.kr/public/products/original/0KWSDXEVWM800.png,,https://zerofinder.co.kr/product/0PCZ4B7GG7184
칠성사이다제로,롯데칠성음료,음료,17040,real,무당류,0,0,6,0,0,12,100,mL,"수크랄로스,에리스리톨,알룰로스,스테비올 배당체","수크랄로스:0,에리스리톨:0,알룰로스:0,스테비올 배당체:0",,10,https://s3.zerofinder.co.kr/public/products/original/0KWSD9H8ZW800.png,,https://zerofinder.co.kr/product/0PCZ4B7GJ6BJW
탐스제로멜론향,롯데칠성음료,음료,18800,estimated,무당류,1,0.03,2.33,0,0,7,100,g,"에리스리톨,알룰로스","에리스리톨:0,알룰로스:4.5",,47,https://s3.zerofinder.co.kr/public/products/original/0KWSD01NXR800.png,,https://zerofinder.co.kr/product/0PCZ4B7GHDR4B
나랑드사이다 제로 파인애플,오케이에프음료 ,음료,25100,estimated,무당류,0,0,0.02,0,0,24,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:1",,26,https://s3.zerofinder.co.kr/public/products/original/0KWSCGTWC0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ90GHR
나랑드사이다 제로 그린애플,오케이에프음료,음료,15300,estimated,무당류,1,0,0.41,0,0,20,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.51",,53,https://s3.zerofinder.co.kr/public/products/original/0KWSC2J3XM800.png,,https://zerofinder.co.kr/product/0PCNV3FZ8TBH6
웰치 제로 체리스트로베리맛,대구경북능금농협음료가공공장,음료,23500,danawa,무당류,0,0,2.25,0,0,0,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:8",,24,https://s3.zerofinder.co.kr/public/products/original/0KWSBKRDYW800.png,,https://zerofinder.co.kr/product/0PCNV3FZ885P7
웰치 제로 샤인머스캣맛,농심,음료,19280,danawa,무당류,0,0,2.17,0,0,0,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0",,17,https://s3.zerofinder.co.kr/public/products/original/0KWS91RCN8800.png,,https://zerofinder.co.kr/product/0PCNV3FZ2T0ZQ
웰치 제로 오렌지맛,농심,음료,4200,danawa,무당류,0,0,2.25,0,0,0,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:8,아라비아검:0",,7,https://s3.zerofinder.co.kr/public/products/original/0KWS8J0R7R800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1N4CP
칠성사이다제로블루라임,롯데칠성음료,음료,18100,estimated,무당류,0,0,6,0,0,7,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:6",,35,https://s3.zerofinder.co.kr/public/products/original/0KWS7WS8B8800.png,,https://zerofinder.co.kr/product/0PCNV3FZ5B5PS
제로 아이스 쿠키&크림,롯데웰푸드,간식/디저트,21580,danawa,무당류,117,0,21,1,6,85,100,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,54,https://s3.zerofinder.co.kr/public/products/original/0KWS7KRC88800.png,,https://zerofinder.co.kr/product/0PCNV3FZ57KA3
제로 아이스 딥초콜릿,롯데웰푸드,간식/디저트,32940,danawa,무당류,130,0,20,2,7,70,100,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,31,https://s3.zerofinder.co.kr/public/products/original/0KWS774ZEM800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1YMW0
제로 초콜릿칩 쿠키,롯데제과,간식/디저트,18980,danawa,무당류,470,0,60,9,26,440,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,소르비톨,D-말티톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,소르비톨:0,D-말티톨:0",,41,https://s3.zerofinder.co.kr/public/products/original/0KWS6MVAZC800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1FR8T
마운틴듀제로슈거블루,롯데칠성음료,음료,17200,estimated,무당류,0,0,0.01,0.01,0,5,100,mL,"아스파탐,수크랄로스,아라비아검","아스파탐:0,수크랄로스:0,아라비아검:0",,49,https://s3.zerofinder.co.kr/public/products/original/0KWS692QE8800.png,,https://zerofinder.co.kr/product/0PCZ4B7GKDMK3
당제로 초콜릿바,제로윗,간식/디저트,15800,estimated,무당류,155,0,24,2,11.77,25,85,mL,"에리스리톨,알룰로스","에리스리톨:0,알룰로스:0",,30,https://s3.zerofinder.co.kr/public/products/original/0KWNJ9532C800.png,,https://zerofinder.co.kr/product/0PCNV3FZ40HXT
제로루틴 알파CD 3200,코스팜,기타,23000,estimated,무당류,13,0,3,0.03,0,3.57,3.5,g,,,,46,https://s3.zerofinder.co.kr/public/products/original/0KWNHFQPWC800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0MT38
당제로 초콜릿,제로윗,간식/디저트,20100,estimated,무당류,155,0,24,2,18,25,85,mL,"에리스리톨,알룰로스,D-말티톨","에리스리톨:2,알룰로스:1,D-말티톨:0",,53,https://s3.zerofinder.co.kr/public/products/original/0KWNHETADC800.png,,https://zerofinder.co.kr/product/0PCNV3FZ3VKE6
컨디션 제로 스파클링,튤립인터내셔널,음료,72810,danawa,무당류,10,0,2,0,0,45,100,mL,수크랄로스,수크랄로스:0,,11,https://s3.zerofinder.co.kr/public/products/original/0KWNGMJB0R800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0JATR
제로윗 아이스팝 배,서주,간식/디저트,21300,estimated,무당류,37,0,19.17,0,0,50,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,알룰로스:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KWNG23BHR800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1WMS6
위생천 스파클링 제로,광동제약,음료,16630,danawa,무당류,0,0,2,0,0,10,75,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2",,49,https://s3.zerofinder.co.kr/public/products/original/0KWNFYH9C4800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0F1RS
떠먹는 제로 티라미수,던킨,간식/디저트,17700,estimated,무당류,235,0,34.84,5.16,14.19,97,100,g,,,,8,https://s3.zerofinder.co.kr/public/products/original/0KWNF6QTVC800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0MMHH
곤약젤리 청포도 제로,자임에프앤비,간식/디저트,18300,estimated,무당류,2,0,7.9,0,0,34,100,g,에리스리톨,에리스리톨:7.86,,59,https://s3.zerofinder.co.kr/public/products/original/0KWNENGQYG800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0VW0G
제로재 무설탕 생강청,자연농장,음료,15800,estimated,저당류,34,1,7,0,1,10,100,g,알룰로스,알룰로스:0,,13,https://s3.zerofinder.co.kr/public/products/original/0KWNE94ZZC800.png,,https://zerofinder.co.kr/product/0PCNV3FZ14958
최겸의 제로또띠아,제로베이커리,간식/디저트,21700,estimated,저당류,324,1.64,43.64,3.64,21.09,364,100,g,,,,47,https://s3.zerofinder.co.kr/public/products/original/0KWNCPNDWW800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1YY55
제로 연양갱 꿀고구마,롯데,간식/디저트,17900,estimated,무당류,95,0,34,1.4,0,0,50,g,"수크랄로스,아세설팜칼륨,D-말티톨","수크랄로스:0,아세설팜칼륨:0,D-말티톨:0",,40,https://s3.zerofinder.co.kr/public/products/original/0KWNC8HCAM800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0EDYB
제로 에이드 청포도,동원시스템즈,음료,24500,estimated,무당류,0,0,4.4,0,0,8,100,mL,에리스리톨,에리스리톨:4.4,,53,https://s3.zerofinder.co.kr/public/products/original/0KWNB3YNA0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ027FC
왕포도알 제로슈가,서주,간식/디저트,22900,estimated,무당류,40,0,20,0,0,50,120,mL,"수크랄로스,아세설팜칼륨,에리스리톨,말티톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,말티톨:0,효소처리스테비아:0",,44,https://s3.zerofinder.co.kr/public/products/original/0KWNAAYKNM800.png,,https://zerofinder.co.kr/product/0PCNV3FYZYFS9
흑삼진액제로,휴럼,건강기능식품,43650,danawa,무당류,0,0,0.83,0.21,0,1.875,50,mL,,,,37,https://s3.zerofinder.co.kr/public/products/original/0KWN9WKJV8800.png,,https://zerofinder.co.kr/product/0PCNV3FYZXAD6
파리콜라제로,LA LIMONADERIE DE PARIS,음료,21400,estimated,무당류,0,0,0,0,0,4,330,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,40,https://s3.zerofinder.co.kr/public/products/original/0KWN8ZWGSR800.png,,https://zerofinder.co.kr/product/0PCNV3FYZT5BM
제로오렌지탄산,OKF,음료,21700,estimated,무당류,0,0,1.6,0,0,1,100,mL,,,,15,https://s3.zerofinder.co.kr/public/products/original/0KWN8H2E08800.png,,https://zerofinder.co.kr/product/0PCNV3FYZNX7Q
제로톡젤리믹스,건영제과,간식/디저트,20900,estimated,무당류,0,0,1,0,0,15,40,g,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,효소처리스테비아:0",,35,https://s3.zerofinder.co.kr/public/products/original/0KWN7Z41MW800.png,,https://zerofinder.co.kr/product/0PCNV3FYZMGJ3
드림카카오제로,롯데웰푸드,간식/디저트,16800,estimated,,153,2,18,3,10,10,32,g,D-말티톨,D-말티톨:13,,53,https://s3.zerofinder.co.kr/public/products/original/0KWN7B97E8800.png,,https://zerofinder.co.kr/product/0PCNV3FYZD74Y
당제로 바닐라,제로윗,간식/디저트,13900,estimated,무당류,100,0,18,1,6,10,100,mL,"에리스리톨,알룰로스","에리스리톨:0,알룰로스:0",,45,https://s3.zerofinder.co.kr/public/products/original/0KWN6AWW2W800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0X2CD
에버데이 제로 에너지,일화,음료,19440,danawa,무당류,1,0,0.22,0.06,0.01,13,100,g,"수크랄로스,아세설팜칼륨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,D-소비톨액:0,아라비아검:0",,54,https://s3.zerofinder.co.kr/public/products/original/0KWN5VQ1K0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ0YD37
에버데이 제로 비타민,일화,음료,19440,danawa,무당류,1,0,0.23,0.06,0.03,19,100,g,,,,45,https://s3.zerofinder.co.kr/public/products/original/0KWN4R2WD4800.png,,https://zerofinder.co.kr/product/0PCNV3FZ19KKQ
에버데이 제로 릴렉스,일화,음료,19440,danawa,무당류,1,0,0.06,0.08,0.01,4,100,g,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,33,https://s3.zerofinder.co.kr/public/products/original/0KWN4EA6J0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ088SV
제로 티라미수,케익드라마,간식/디저트,27700,danawa,무당류,270,0,35,5,17,70,100,g,,,,23,https://s3.zerofinder.co.kr/public/products/original/0KWN3NDEHC800.png,,https://zerofinder.co.kr/product/0PCNV3FYYZ471
제로베이스 자몽,베버시티,음료,17900,estimated,저당류,5,1,55,0,0,20,100,g,"수크랄로스,알룰로스,D-소비톨액,효소처리스테비아,아라비아검","수크랄로스:0,알룰로스:0,D-소비톨액:0,효소처리스테비아:0,아라비아검:0",,26,https://s3.zerofinder.co.kr/public/products/original/0KWN3GAGSR800.png,,https://zerofinder.co.kr/product/0PCNV3FYZA54H
제로베이스 레몬,베버시티,음료,19400,estimated,무당류,7,0,55,0,0,20,100,g,"수크랄로스,알룰로스,D-소비톨액,효소처리스테비아,아라비아검","수크랄로스:0,알룰로스:53,D-소비톨액:0,효소처리스테비아:0,아라비아검:0",,39,https://s3.zerofinder.co.kr/public/products/original/0KWN34N9QG800.png,,https://zerofinder.co.kr/product/0PCNV3FYYZV6J
아이스티제로 자몽,오케이에프음료 ,음료,15100,estimated,무당류,10,0,14,0,0,10,500,g,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:12.5",,14,https://s3.zerofinder.co.kr/public/products/original/0KWN0Z83D8800.png,,https://zerofinder.co.kr/product/0PCNV3FYYJTSE
곤약젤리 복숭아 제로,자임에프앤비,간식/디저트,13700,estimated,무당류,2,0,7.5,0,0,38,100,g,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:7.14",,49,https://s3.zerofinder.co.kr/public/products/original/0KWMZSF4R0800.png,,https://zerofinder.co.kr/product/0PCNV3FZ1XHTZ
메나브레아 제로,BIRRA MENABREA S.P.A.,음료,16400,estimated,저당류,15,0.5,3.3,0.5,0,10,100,mL,,,,18,https://s3.zerofinder.co.kr/public/products/original/0KWMZG0B2G800.png,,https://zerofinder.co.kr/product/0PCNV3FYY9X9R
제로당현미쑥인절미,만풍농업회사,간식/디저트,11300,estimated,무당류,202,0.3,43.16,5.08,1.04,224,100,g,말티톨,말티톨:0,,31,https://s3.zerofinder.co.kr/public/products/original/0KWMWNRC9R800.png,,https://zerofinder.co.kr/product/0PCNV3FZ02QPP
탐스제로사과,롯데칠성음료,음료,19600,estimated,저당류,3,0.53,2.46,0.01,0.02,7,100,mL,"수크랄로스,에리스리톨,알룰로스,스테비올 배당체","수크랄로스:0,에리스리톨:0,알룰로스:0,스테비올 배당체:0",,34,https://s3.zerofinder.co.kr/public/products/original/0KWMPT7NZGM00.png,,https://zerofinder.co.kr/product/0PCZ4B7GGY0NJ
립톤제로복숭아아이스티,롯데칠성음료,음료,14460,real,무당류,2,0,0.51,0.04,0.02,13,100,g,"아세설팜칼륨,수크랄로스","아세설팜칼륨:0,수크랄로스:0",,31,https://s3.zerofinder.co.kr/public/products/original/0KWMP1S4SRM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ5QT0Y
칠성사이다제로오렌지,롯데칠성음료,음료,14700,estimated,무당류,1,0.18,1.89,0.01,0,2,100,mL,"수크랄로스,에리스리톨,알룰로스","수크랄로스:0,에리스리톨:0,알룰로스:0",,58,https://s3.zerofinder.co.kr/public/products/original/0KWMNHM90CM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ5TKGS
