name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL)
제로슈거 애플사이다비네거,탐사,음료,19400,estimated,,55,,13,,,46,500,mL,"아세설팜칼륨,수크랄로스","아세설팜칼륨:0,수크랄로스:0",,53,https://s3.zerofinder.co.kr/public/products/original/0M1EWB5S4J400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M1EWC42RE400.png,https://zerofinder.co.kr/product/0M1EWPW9AT400
아이스쿨 제로 레드펀치,서주,간식/디저트,58810,danawa,무당류,3,0.35,0.85,0,0,40,100,mL,수크랄로스,수크랄로스:0,,5,https://s3.zerofinder.co.kr/public/products/original/0M1ETQ0NHP400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M1ETRH9KY400.png,https://zerofinder.co.kr/product/0PCNV3FZ6B4XT
최겸의 제로모닝빵,제로베이커리,간식/디저트,16900,estimated,무당류,148.7,0,20,2.9,7.7,110,288,g,,,,41,https://s3.zerofinder.co.kr/public/products/original/0M1DHDZ0Y6400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M1DHH53V6400.png,https://zerofinder.co.kr/product/0PCZ4B7GG691B
요플레 제로 무당 플레인,빙그레,유제품,14670,real,무당류,60,0,4,4,2.8,30,100,mL,알룰로스,알룰로스:0,,11,https://s3.zerofinder.co.kr/public/products/original/0M16T5E25A000.png,,https://zerofinder.co.kr/product/0PCNV3FZ63SW9
파워캡 블루아이스 제로,빙그레,간식/디저트,55670,danawa,무당류,100,0,20,0,3.7,30,120,mL,"말티톨,아세설팜칼륨,수크랄로스","말티톨:0,아세설팜칼륨:0,수크랄로스:0",,18,https://s3.zerofinder.co.kr/public/products/original/0M16SG8CF2000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16SHRYBP000.png,https://zerofinder.co.kr/product/0PCNV3FZ636B1
젤리블리 제로 피치플럼,젤리블리,간식/디저트,15750,real,무당류,6,0,8.7,0,0,40,80,g,"에리스리톨,수크랄로스,효소처리스테비아","에리스리톨:7.77,수크랄로스:0,효소처리스테비아:0",,37,https://s3.zerofinder.co.kr/public/products/original/0M16SC5JEY000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16S07V56000.png,https://zerofinder.co.kr/product/0PCNV3FZ62BRY
매실음료 제로,노브랜드,음료,980,danawa,무당류,12,1,11,0,0,50,500,mL,"에리스리톨,아세설팜칼륨,수크랄로스","에리스리톨:0,아세설팜칼륨:0,수크랄로스:0",,27,https://s3.zerofinder.co.kr/public/products/original/0M16QDNGPA000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16QGT3PA000.png,https://zerofinder.co.kr/product/0PCNV3FZ5WX3W
스키니피그 제로감귤바,서주,간식/디저트,12820,real,무당류,0,1,33,0,0,160,225,mL,"알룰로스,에리스리톨,수크랄로스,효소처리스테비아","알룰로스:22,에리스리톨:11,수크랄로스:0,효소처리스테비아:0",,9,https://s3.zerofinder.co.kr/public/products/original/0M16NYB4GJ000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16NZ0GQY000.png,https://zerofinder.co.kr/product/0PCNV3FZ7MV7T
스키니피그 제로복숭아바,서주,간식/디저트,22800,estimated,무당류,0,0,33,0,0,140,225,mL,"알룰로스,에리스리톨,수크랄로스,효소처리스테비아","알룰로스:21,에리스리톨:12,수크랄로스:0,효소처리스테비아:0",,28,https://s3.zerofinder.co.kr/public/products/original/0M16N9517Y000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16NB6D8Y000.png,https://zerofinder.co.kr/product/0PCNV3FZ5M480
브이톡 제로 레몬에이드,오케이에프음료,음료,18800,estimated,무당류,0,0,4.9,0,0,30,350,mL,에리스리톨,에리스리톨:4.9,,33,https://s3.zerofinder.co.kr/public/products/original/0M16MCQNJA000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M16ME05SY000.png,https://zerofinder.co.kr/product/0PCNV3FZ5K1CD
제로 블루레몬향,탑씨,음료,14880,real,무당류,0,0,0,0,0,7,100,mL,"D-소비톨액,수크랄로스,아세설팜칼륨","D-소비톨액:0,수크랄로스:0,아세설팜칼륨:0",,58,https://s3.zerofinder.co.kr/public/products/original/0M1651XN4K800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M1653CEEF800.png,https://zerofinder.co.kr/product/0PCNV3FZ59N6G
올데이프룻 제로 청매실,서울우유,음료,26120,danawa,무당류,8,0,6,0,0,10,250,mL,에리스리톨,에리스리톨:2.5,,24,https://s3.zerofinder.co.kr/public/products/original/0M164BKH6V800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M164CEJM7800.png,https://zerofinder.co.kr/product/0PCNV3FZ55WSZ
젤리블리 애플망고 제로,MDS,간식/디저트,13750,real,무당류,3,0,9.7,0,0,40,60,g,"에리스리톨,효소처리스테비아,수크랄로스","에리스리톨:8.85,효소처리스테비아:0,수크랄로스:0",,44,https://s3.zerofinder.co.kr/public/products/original/0M160ZVAXQ800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M1610GRRK800.png,https://zerofinder.co.kr/product/0PCNV3FZ52FMR
무설탕 민트 캔디,페피,간식/디저트,34000,danawa,무당류,165,0,69,0,0,0,70,g,"D-소비톨액,아스파탐,아세설팜칼륨","D-소비톨액:0,아스파탐:0,아세설팜칼륨:0",,56,https://s3.zerofinder.co.kr/public/products/original/0M1604K9Y3800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M160F0N7V800.png,https://zerofinder.co.kr/product/0PCNV3FZ4ZQPV
제로 아이스티 샤인&라임,던킨도너츠,음료,25500,estimated,무당류,0,0,1,0,0,5,500,mL,"자일리톨,수크랄로스","자일리톨:0,수크랄로스:0",,5,https://s3.zerofinder.co.kr/public/products/original/0M15YXP24Q800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M15YY4KGB800.png,https://zerofinder.co.kr/product/0PCNV3FZ4WEXM
제로톡젤리 애플망고맛,건영제과,간식/디저트,6150,real,무당류,0,0,1,0,0,15,40,g,"수크랄로스,아세설팜칼륨,효소처리스테비아,에리스리톨","수크랄로스:0,아세설팜칼륨:0,효소처리스테비아:0,에리스리톨:0",,47,https://s3.zerofinder.co.kr/public/products/original/0M15TNXSP3G00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M15TQGNWBG00.png,https://zerofinder.co.kr/product/0PCNV3FZ4TMDX
블렌딩티 망고피치 제로,이디야,음료,14500,real,무당류,5,1,6.2,0,0,35,250,mL,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:5",,57,https://s3.zerofinder.co.kr/public/products/original/0M15SXP2VFG00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M15SY2SWVG00.png,https://zerofinder.co.kr/product/0PCNV3FZ4T8XQ
젤리블리 제로슈거 애플샤인 젤리,엠디에스코리아4공장,간식/디저트,6940,real,무당류,0,0,9,0,0,40,60,g,"효소처리스테비아,수크랄로스,에리스리톨","효소처리스테비아:0,수크랄로스:0,에리스리톨:8.51",,40,https://s3.zerofinder.co.kr/public/products/original/0M15SFCGN7G00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M15SGAGWBG00.png,https://zerofinder.co.kr/product/0PCNV3FZ4S4DC
제로 시트러스 유자 젤리,롯데,간식/디저트,37730,danawa,무당류,30,0,10,1,0,10,14,g,"아세설팜칼륨,수크랄로스","아세설팜칼륨:0,수크랄로스:0",,47,https://s3.zerofinder.co.kr/public/products/original/0M15MGJQFB000.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M15MEXH5Q000.png,https://zerofinder.co.kr/product/0PCNV3FZ4Q7NP
제로스파클링 캐모마일피치,널담,음료,15500,estimated,,,,1,,,25,350,mL,수크랄로스,수크랄로스:0,,13,https://s3.zerofinder.co.kr/public/products/original/0M0J1K76H6R00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0J1M38TER00.png,https://zerofinder.co.kr/product/0M0J1SVM0JR00
제로스파클링 블랙티레몬,널담,기타,23500,estimated,,,,1,,,25,350,g,수크랄로스,수크랄로스:0,,11,https://s3.zerofinder.co.kr/public/products/original/0M0J0Y2ZAYR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0J0ZGHFTR00.png,https://zerofinder.co.kr/product/0M0J15MS7YR00
제로슈거 보성녹차베이스,아크바,음료,27100,estimated,저당류,6.9,0.2,1.4,0.3,0,4,40,mL,수크랄로스,수크랄로스:0,,14,https://s3.zerofinder.co.kr/public/products/original/0M0HZRTZ7YR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HZT9RTAR00.png,https://zerofinder.co.kr/product/0PCNV3FZ4GQRK
제로 스파클링,이온더핏,음료,18600,estimated,무당류,0,0,1.8,0,0,36,100,mL,"에리스리톨,수크랄로스,아라비아검,D-소비톨액,아세설팜칼륨","에리스리톨:9,수크랄로스:0,아라비아검:0,D-소비톨액:0,아세설팜칼륨:0",,43,https://s3.zerofinder.co.kr/public/products/original/0M0HY15PNYR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ477H8
저당 오리엔탈 드레싱,청정원,조미료/소스,7700,real,저당류,15,1,3,,0.5,1110,100,g,"알룰로스,스테비올 배당체","알룰로스:11,스테비올 배당체:0",,18,https://s3.zerofinder.co.kr/public/products/original/0M0HVKSY6YR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HVN090PR00.png,https://zerofinder.co.kr/product/0M0HVXKR82R00
저당 오리엔탈 드레싱,비비드키친,조미료/소스,7460,real,저당류,180,3,19,2,14,2,100,g,"알룰로스,효소처리스테비아,수크랄로스","알룰로스:7,효소처리스테비아:0,수크랄로스:0",,50,https://s3.zerofinder.co.kr/public/products/original/0M0HTXHZAAR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HTYST46R00.png,https://zerofinder.co.kr/product/0M0HV9R786R00
LIGHT JOY 저칼로리 오리엔탈 드레싱,오뚜기,조미료/소스,17200,danawa,저당류,31,4.2,5.4,1.4,0.4,970,100,g,스테비올 배당체,스테비올 배당체:0,,48,https://s3.zerofinder.co.kr/public/products/original/0M0HT7NZVER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HT9ZB82R00.png,https://zerofinder.co.kr/product/0M0HTMHTPTR00
저칼로리 오리엔탈 드레싱,곰곰,조미료/소스,12420,danawa,저당류,38,4,24.5,2,1,1600,100,g,알룰로스,알룰로스:19.5,,21,https://s3.zerofinder.co.kr/public/products/original/0M0HSXHP0ER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HSXRJPJR00.png,https://zerofinder.co.kr/product/0M0HSQJTH2R00
저당 저칼로리 무지방 오리엔탈 드레싱,폰타나,조미료/소스,6,real,저당류,32,3,9,1,,1310,100,g,알룰로스,알룰로스:2,,37,https://s3.zerofinder.co.kr/public/products/original/0M0HMA4Q4PR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HM9H8K6R00.png,https://zerofinder.co.kr/product/0M0HMM2BM6R00
제로 스윗 아메리카노,탐사,음료,14310,real,,,,1,,,15,100,mL,"수크랄로스,아세설팜칼륨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,스테비올 배당체:0",,36,https://s3.zerofinder.co.kr/public/products/original/0M0HFCGMYER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HFCWNTAR00.png,https://zerofinder.co.kr/product/0M0HFYFMP2R00
제로슈가 청포도캔디,simplus,간식/디저트,14000,estimated,무당류,240,0,99,0,0,10,100,g,말티톨,말티톨:98.2,,59,https://s3.zerofinder.co.kr/public/products/original/0M0HDC1X1PR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HDFW196R00.png,https://zerofinder.co.kr/product/0PCNV3FZ3P7H5
제로 초코 롤케이크, 케익모아,간식/디저트,11200,estimated,무당류,640,0.9,75,14,43,330,205,g,"에리스리톨,D-소비톨액,D-말티톨","에리스리톨:15,D-소비톨액:0,D-말티톨:0",,45,https://s3.zerofinder.co.kr/public/products/original/0M0HBPX9FER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HBQS2XYR00.png,https://zerofinder.co.kr/product/0PCNV3FZ3KNH4
제로 칼로리 알룰로스,백설,기타,34200,danawa,무당류,3.2,0.3,69.1,,,,100,g,알룰로스,알룰로스:68.3,,22,https://s3.zerofinder.co.kr/public/products/original/0M0HAPGDPER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0HARN1XYR00.png,https://zerofinder.co.kr/product/0M0HBBMF2AR00
제로당 현미 쑥찹쌀떡,떡미당,즉석식품,24000,danawa,무당류,121,0,26,3,0,110,60,g,D-말티톨,D-말티톨:0,,26,https://s3.zerofinder.co.kr/public/products/original/0M0H7EC4JYR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H7CW1B2R00.png,https://zerofinder.co.kr/product/0PCNV3FZ2R82D
저당 떡볶이양념,비비드키친,조미료/소스,17200,estimated,저당류,55,2.3,26,5,1.5,2310,100,g,"알룰로스,수크랄로스","알룰로스:20.2,수크랄로스:0",,45,https://s3.zerofinder.co.kr/public/products/original/0M0H6ETGGAR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H69VKZPR00.png,https://zerofinder.co.kr/product/0PCNV3FZ31BJC
비타글루 제로 에이드, 코스팜,음료,31500,estimated,무당류,0,0,2.4,0,0,0,2.5,g,"에리스리톨,수크랄로스","에리스리톨:1.18,수크랄로스:0",,15,https://s3.zerofinder.co.kr/public/products/original/0M0H4277DPR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H3QNMHPR00.png,https://zerofinder.co.kr/product/0PCNV3FZ2X9C9
토닉워터 얼그레이홍차 제로칼로리,하이트진로,음료,7460,real,저당류,22.8,5.4,29,0,0,140,600,mL,"효소처리스테비아,알룰로스,수크랄로스,아세설팜칼륨,사카린","효소처리스테비아:0,알룰로스:14,수크랄로스:0,아세설팜칼륨:0,사카린:0",,52,https://s3.zerofinder.co.kr/public/products/original/0M0H2NH30PR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H2XDFT6R00.png,https://zerofinder.co.kr/product/0PCNV3FZ2PGJR
제로 에이드 레몬 맛,이디야,음료,20680,danawa,무당류,0,0,45,0,0,150,1000,mL,"에리스리톨,수크랄로스","에리스리톨:44,수크랄로스:0",,50,https://s3.zerofinder.co.kr/public/products/original/0M0H1GQJWER00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H1R4E1TR00.png,https://zerofinder.co.kr/product/0PCNV3FZ2THBX
아이스팝 딸기,제로윗,간식/디저트,5700,real,무당류,35,0,20,0,0,65,120,mL,"에리스리톨,알룰로스,효소처리스테비아,아세설팜칼륨,수크랄로스","에리스리톨:2,알룰로스:2,효소처리스테비아:0,아세설팜칼륨:0,수크랄로스:0",,32,https://s3.zerofinder.co.kr/public/products/original/0M0H08YW6JR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0H091QKYR00.png,https://zerofinder.co.kr/product/0PCNV3FZ2SR5A
당제로 통곡물 시리얼,씨알로,주식/면류,25650,danawa,무당류,150,0,25,2,0.6,5,30,g,"알룰로스,효소처리스테비아","알룰로스:0,효소처리스테비아:0",,12,https://s3.zerofinder.co.kr/public/products/original/0M0GYGKKBYR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0GYK38Q6R00.png,https://zerofinder.co.kr/product/0PCNV3FZ2MD1K
제로 레몬라임 아이스티,복음자리,음료,12100,real,무당류,2,0,21,0,0,180,100,g,"에리스리톨,알룰로스,수크랄로스,아세설팜칼륨","에리스리톨:11.3,알룰로스:9.6,수크랄로스:0,아세설팜칼륨:0",,9,https://s3.zerofinder.co.kr/public/products/original/0M0GXXC94AR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0GXZG486R00.png,https://zerofinder.co.kr/product/0PCNV3FZ2GWRY
제로톡젤리복숭아맛,건영제과,간식/디저트,6280,real,무당류,0,0,1,0,0,15,40,g,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0",,49,https://s3.zerofinder.co.kr/public/products/original/0M0GWRZFDTR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0GWSM952R00.png,https://zerofinder.co.kr/product/0PCNV3FZ2FVT3
스파클링제로슈가 피치,OKF,음료,8200,real,무당류,0,0,0,0,0,0,350,mL,"수크랄로스,아스파탐,아세설팜칼륨","수크랄로스:0,아스파탐:0,아세설팜칼륨:0",,14,https://s3.zerofinder.co.kr/public/products/original/0M0G6AQDVJR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0G6BZTHYR00.png,https://zerofinder.co.kr/product/0PCNV3FZ2EZX1
요거트 파우더 제로,오붐,유제품,20570,danawa,무당류,12,0,96,0,0,14,100,g,에리스리톨,에리스리톨:91,,58,https://s3.zerofinder.co.kr/public/products/original/0M0G4KAQ9JR00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0G4N8F36R00.png,https://zerofinder.co.kr/product/0PCNV3FZ22HMX
더말린 제로 애플망고,자연은,음료,44070,danawa,무당류,1,0,9.7,0,0,25,500,mL,"에리스리톨,수크랄로스,아세설팜칼륨","에리스리톨:9,수크랄로스:0,아세설팜칼륨:0",,40,https://s3.zerofinder.co.kr/public/products/original/0M0G2PMDH2R00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0G30V5PAR00.png,https://zerofinder.co.kr/product/0PCNV3FZ213Q0
제로 슈가 아이스티 복숭아,립톤,음료,20890,danawa,,,,5,,,,5,g,"에리스리톨,아스파탐,아세설팜칼륨","에리스리톨:4.5,아스파탐:0,아세설팜칼륨:0",,13,https://s3.zerofinder.co.kr/public/products/original/0M07WAG8ZA400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M07WBV1WP400.png,https://zerofinder.co.kr/product/0M07WZ54H2400
제로 스윗 복숭아 아이스티,탐사,음료,13110,danawa,,,,1,,,16,100,mL,에리스리톨,에리스리톨:0.49,,28,https://s3.zerofinder.co.kr/public/products/original/0M07H3DRZA400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M07H4P1K6400.png,https://zerofinder.co.kr/product/0M07H9AA2P400
아이스티 제로 복숭아,동원보성홍차,음료,20100,danawa,,0,,1,0,,20,500,mL,수크랄로스,수크랄로스:0,,55,https://s3.zerofinder.co.kr/public/products/original/0M07FQ7GRP400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M07FVGTY2400.png,https://zerofinder.co.kr/product/0M07GAN0WP400
감미루트 제로 식혜,엔에이치씨바이오텍,음료,31300,estimated,무당류,0,0,2,0,0,0,100,mL,알룰로스,알룰로스:1.7,,7,https://s3.zerofinder.co.kr/public/products/original/0M07D1WENE400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M07D290KA400.png,https://zerofinder.co.kr/product/0PCNV3FZ25XGY
픽스타치오 제로바,삼우냉동,간식/디저트,23000,estimated,무당류,95,0,17,2,8,12,80,mL,"수크랄로스,에리스리톨,알룰로스","수크랄로스:0,에리스리톨:6,알룰로스:4",,18,https://s3.zerofinder.co.kr/public/products/original/0M07369C1Z400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M0731NMM7400.png,https://zerofinder.co.kr/product/0PCNV3FZ20314
유자 아이스티 제로,맥널티커피,음료,26000,estimated,무당류,0,0,12.5,0,0,50,500,g,에리스리톨,에리스리톨:12.5,,47,https://s3.zerofinder.co.kr/public/products/original/0M072DPF8Z400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M071KPRHB400.png,https://zerofinder.co.kr/product/0PCNV3FZ1T6Z9
곤약젤리 오렌지 제로,자임,간식/디저트,990,danawa,무당류,4,0,9,0,0,45,140,g,에리스리톨,에리스리톨:8,,54,https://s3.zerofinder.co.kr/public/products/original/0M06XTT923400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M06XQYXXV400.png,https://zerofinder.co.kr/product/0PCNV3FZ1EJP6
곤약젤리 사과 제로,자임,간식/디저트,44280,danawa,무당류,9,0,14,0,0,57,50,g,에리스리톨,에리스리톨:11,,60,https://s3.zerofinder.co.kr/public/products/original/0M06VWP12EC00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M06WQJKM7400.png,https://zerofinder.co.kr/product/0PCNV3FZ18GRY
제로슈가 오트밀쿠키,엔에프에스 갈매지점,간식/디저트,16100,estimated,무당류,455,0,68,8,21.33,271,100,g,,,,44,https://s3.zerofinder.co.kr/public/products/original/0KYXH1N0XGM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ18GG3
호랑이생강청 제로,자연농장,음료,27300,estimated,,34,7.12,8.24,0.09,0.06,12,100,g,알룰로스,알룰로스:0,,20,https://s3.zerofinder.co.kr/public/products/original/0KYDNSNQ2G400.png,,https://zerofinder.co.kr/product/0PCNV3FZ32C1K
과수원 청포도 제로슈가,남양,음료,20700,danawa,저당류,12,0.7,6.2,0,0,50,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:3.2",,56,https://s3.zerofinder.co.kr/public/products/original/0KYDN98C48400.png,,https://zerofinder.co.kr/product/0PCNV3FZ4HMGT
과수원 오렌지 제로슈가,남양,음료,26220,danawa,무당류,2,0,3,0,0,30,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:2.6",,31,https://s3.zerofinder.co.kr/public/products/original/0KYDMRHCN8400.png,,https://zerofinder.co.kr/product/0PCNV3FZ4J0B0
탑씨 제로 복숭아향,일화,음료,14100,estimated,무당류,0,0,0,0,0,1,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0,D-소비톨액:0,아라비아검:0",,52,https://s3.zerofinder.co.kr/public/products/original/0KYDM4X9DR400.png,,https://zerofinder.co.kr/product/0PCNV3FZ2FH00
스파클링제로버블 알로에맛,블링부스터x위글위글,음료,30500,estimated,무당류,0,0,0,0,0,3,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KYDHGX95G400.png,,https://zerofinder.co.kr/product/0PCNV3FZJZ1BS
스파클링제로버블 레몬맛,블링부스터x위글위글,음료,30600,estimated,무당류,0,0,0,0,0,1,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,56,https://s3.zerofinder.co.kr/public/products/original/0KYDH12N2W400.png,,https://zerofinder.co.kr/product/0PCNV3FZKVVE1
스파클링제로버블 애플망고맛,블링부스터x위글위글,음료,25800,estimated,무당류,2,0,0.56,0,0,1,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,52,https://s3.zerofinder.co.kr/public/products/original/0KYD4KMT6M400.png,,https://zerofinder.co.kr/product/0PCNV3FZJB7P5
스파클링제로버블 수박맛,블링부스터x위글위글,음료,28400,estimated,무당류,0,0,0,0,0,1,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,22,https://s3.zerofinder.co.kr/public/products/original/0KYD47EP9M400.png,,https://zerofinder.co.kr/product/0PCNV3FZK6PPB
미에로화이바 제로슈가,현대약품,음료,16500,estimated,무당류,11,0,3.89,0,0,11,100,mL,"수크랄로스,아세설팜칼륨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,스테비올 배당체:0",,49,https://s3.zerofinder.co.kr/public/products/original/0KYD3JXACG400.png,,https://zerofinder.co.kr/product/0PCNV3FZ7DKGP
애사비 제로 스파클링,썬키스트,음료,26600,danawa,무당류,1,0,3.71,0,0,13,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:10.5",,60,https://s3.zerofinder.co.kr/public/products/original/0KYD31VYX0400.png,,https://zerofinder.co.kr/product/0PCNV3FZFAXPK
제로 오렌지 소다,썬키스트,음료,17610,danawa,무당류,0,0,2.25,0,0,13,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검,감초추출물","수크랄로스:0,아세설팜칼륨:0,알룰로스:8,D-소비톨액:0,아라비아검:0,감초추출물:0",,35,https://s3.zerofinder.co.kr/public/products/original/0KYD25HPMC400.png,,https://zerofinder.co.kr/product/0PCNV3FZ89992
제로 자두자몽 소다,썬키스트,음료,28910,danawa,무당류,0,0,2.5,0,0,13,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:2.63,알룰로스:8,아라비아검:0",,57,https://s3.zerofinder.co.kr/public/products/original/0KYCYYC0P8400.png,,https://zerofinder.co.kr/product/0PCNV3FZ85W59
제로 자몽 소다,썬키스트,음료,28910,danawa,무당류,1,0,2.54,0,0,14,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:8,D-소비톨액:0,아라비아검:0",,27,https://s3.zerofinder.co.kr/public/products/original/0KYCXYPEB4400.png,,https://zerofinder.co.kr/product/0PCNV3FZ4QR3B
스파클링제로자두,오케이에프,음료,19200,estimated,무당류,1,0,1.68,0.08,0.02,0,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KY6YMV5D7W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ4521Y
코코제로 리치,슈가로로,음료,29500,estimated,무당류,2,0.29,4.12,0,0,10,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:12,D-소비톨액:0,아라비아검:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KY6XSQA4KW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ4YSWV
코코제로 망고,슈가로로,음료,14000,estimated,무당류,1,0,3.82,0,0,12,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:12,D-소비톨액:0,아라비아검:0",,17,https://s3.zerofinder.co.kr/public/products/original/0KY6X4GTVBW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ6YS64
코코제로 복숭아,슈가로로,음료,20900,estimated,무당류,1,0,3.82,0,0,12,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:12,D-소비톨액:0,아라비아검:0",,22,https://s3.zerofinder.co.kr/public/products/original/0KY6WM5KQBW00.png,,https://zerofinder.co.kr/product/0PCNV3FZA84M3
코코제로 요구르트,슈가로로,음료,29400,estimated,무당류,0,0,3.53,0,0,12,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:12,D-소비톨액:0,아라비아검:0",,54,https://s3.zerofinder.co.kr/public/products/original/0KY6W0JEJQW00.png,,https://zerofinder.co.kr/product/0PCNV3FZBSPE1
